id,original_title,budget,revenue,original_language,status,release_date,overview,tagline,list_keywords,primary_genre,list_genres,list_productioin_countries,num_production_companies,num_productioin_countries,list_spoken_languages,num_spoken_languages,popularity,vote_average,vote_count,runtime,animated,movie_id,title,movie_director,crew_size,cast_size,year
44639,Inside Job,2000000,7871522,en,Released,2010-10-08,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.","The film that cost $20,000,000,000,000 to make.","['corruption', 'capitalism', 'globalization', 'bank', 'banker', 'fraud', 'wall street', 'finances', 'global economy', 'banking', 'crisis', 'money', 'economics', 'financial crisis', 'stock market', 'corporation']",Documentary,['Documentary'],['United States of America'],2,1,['English'],1,16.930914,7.7,286,109.0,0,44639,Inside Job,Charles Ferguson,31,9,2010
301351,We Are Your Friends,6000000,11122090,en,Released,2015-08-26,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",The world is yours.,['dj'],Drama,"['Drama', 'Music', 'Romance']","['United Kingdom', 'United States of America', 'France']",1,3,"['English', 'Italiano']",2,28.819423999999998,6.3,658,96.0,0,301351,We Are Your Friends,Max Joseph,7,29,2015
4816,Ghost Dog: The Way of the Samurai,0,0,en,Released,1999-09-13,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,All assassins live beyond the law … only one follows the code,"['deportation', 'hitman', 'mission of murder', 'book', 'code', 'telescope', 'beating', 'mafia', 'park', 'pigeon', 'hagakure', 'ice cream', 'haitian', 'cd player', 'rouge', 'arm sling', 'racial slur']",Crime,"['Crime', 'Drama']",['United States of America'],7,1,['English'],1,18.223139,7.2,298,116.0,0,4816,Ghost Dog: The Way of the Samurai,Jim Jarmusch,9,24,1999
7873,Harsh Times,2000000,5967038,en,Released,2005-09-11,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",Take A Ride To The Edge,"['watching a movie', 'playing pool', 'vinegar']",Crime,"['Crime', 'Drama', 'Thriller', 'Action']",['United States of America'],1,1,"['English', 'Español', '한국어/조선말']",3,12.999023,6.3,197,120.0,0,7873,Harsh Times,David Ayer,10,16,2005
331190,Captive,2000000,2801508,en,Released,2015-09-17,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Faith. Redemption. Survival.,"['hostage', 'based on true story', 'murder', 'independent film', 'single mother', 'drug', 'drug addict', 'recovering drug addict', 'auto theft', 'based on true events']",Crime,"['Crime', 'Drama', 'Thriller']",['United States of America'],5,1,['English'],1,6.7288820000000005,5.6,92,97.0,0,331190,Captive,Jerry Jameson,48,23,2015
15186,Full Frontal,2000000,2506446,en,Released,2002-08-02,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",Everybody Needs A Release,['independent film'],Comedy,"['Comedy', 'Drama', 'Romance']",['United States of America'],3,1,['English'],1,1.9568599999999998,4.8,26,96.0,0,15186,Full Frontal,Steven Soderbergh,21,17,2002
17994,Witchboard,0,0,en,Released,1986-12-31,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",It's more than just a game.,"['ax', 'possession', 'psychic power', 'ouija', 'ouija board', 'evil spirit']",Horror,['Horror'],"['United Kingdom', 'United States of America']",0,2,['Deutsch'],1,7.151153999999999,5.9,58,98.0,0,17994,Witchboard,Kevin Tenney,2,13,1986
1378,Shortbus,2000000,5179037,en,Released,2006-05-20,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",Open Your Mind. And Everything Else.,"['gay', 'new york', 'free love', 'swinger club', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality', 'unsimulated sex']",Romance,"['Romance', 'Drama', 'Comedy']",['United States of America'],3,1,['English'],1,14.846001000000001,6.3,140,101.0,0,1378,Shortbus,John Cameron Mitchell,10,27,2006
8885,Vals Im Bashir,2000000,11125849,he,Released,2008-06-25,"Much awarded animated documentary, in which director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut. The usage on animation enabled Folman to illustrate their personal memories and dreams.", ,"['israel', 'palestine', 'middle east', 'lebanon', 'nightmare', 'middle east conflict']",Drama,"['Drama', 'Animation', 'War']","['Israel', 'France', 'Germany']",3,3,"['עִבְרִית', 'العربية', 'Deutsch', 'English']",4,14.082510000000001,7.8,291,90.0,1,8885,Waltz with Bashir,Ari Folman,11,4,2008
48382,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1672730,en,Released,2003-09-12,"The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem, and they sought his life. He journeys into the wilderness with his family. He sends Nephi and his brethren back to Jerusalem after the brass plates and the family of Ishmael. The sons and daughters of Lehi marry the sons and daughters of Ishmael. They take their families and continue into the wilderness. Ishmael dies in the wilderness. They come to the sea. Nephi's brethren rebel against him. He confounds them, and builds a ship. They cross the sea to the promised land in the Americas. Lehi dies in the promised land. Nephi's brethren rebel against him again. Nephi departs again into the wilderness.","2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.",[],,[],[],0,0,[],0,0.031947,5.0,2,120.0,0,48382,"The Book of Mormon Movie, Volume 1: The Journey", ,0,2,2003
12901,No End in Sight,2000000,1431623,en,Released,2007-07-27,"Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over.",The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,"['white house', 'occupying power', 'independent film', 'incompetence', 'irak', 'superpower', 'warfare']",Documentary,['Documentary'],[],0,0,['English'],1,2.2837959999999997,7.2,23,102.0,0,12901,No End in Sight,Charles Ferguson,2,4,2007
250124,The Diary of a Teenage Girl,2000000,1477002,en,Released,2015-08-07,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",Some things are best kept secret.,"['1970s', 'teenage girl', 'older man younger woman relationship', 'based on graphic novel', 'teenage sexuality', 'woman director']",Drama,"['Drama', 'Romance']",['United States of America'],3,1,['English'],1,18.224326,6.8,279,98.0,0,250124,The Diary of a Teenage Girl,Marielle Heller,27,22,2015
14284,In the Shadow of the Moon,2000000,0,en,Released,2007-01-19,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.", ,"['nasa', 'space mission', 'rocket', 'moon landing', 'space', 'astronaut', 'apollo s']",Documentary,['Documentary'],"['United Kingdom', 'United States of America']",3,2,['Magyar'],1,3.4315900000000004,7.6,31,109.0,0,14284,In the Shadow of the Moon,David Sington,1,9,2007
57120,Meek's Cutoff,0,876302,en,Released,2010-09-05,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",The Road to Civilisation is Not Always Civilised,"['gold', 'oregon', 'thirst', 'tree', 'settler', 'family relationships', 'native american', 'salt lake city', 'pioneer', 'woman director']",Drama,"['Drama', 'Western']",['United States of America'],3,1,['English'],1,4.749885,6.5,77,104.0,0,57120,Meek's Cutoff,Kelly Reichardt,33,9,2010
12228,Inside Deep Throat,2000000,653621,en,Released,2005-02-11,"In 1972, a seemingly typical shoestring budget pornographic film was made in a Florida hotel, ""Deep Throat,"" starring Linda Lovelace. This film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. It caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. This film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star. In short, the combined events would redefine the popular appeal of pornography, even as more cynical developments would lead it down other paths.",It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,"['usa', '1970s', 'sexual revolution', 'unsimulated sex']",History,"['History', 'Documentary']",['United States of America'],0,1,['English'],1,3.9800720000000003,6.8,31,92.0,0,12228,Inside Deep Throat,Fenton Bailey,14,4,2005
22617,Dinner Rush,0,0,en,Released,2000-09-01,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion.", ,[],Drama,"['Drama', 'Action', 'Thriller']",['United States of America'],2,1,"['English', 'Français', 'Italiano']",3,1.096355,7.1,19,99.0,0,22617,Dinner Rush,Bob Giraldi,3,10,2000
55561,Clockwatchers,0,0,en,Released,1997-01-01,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours..., ,"['independent film', 'woman director']",Comedy,"['Comedy', 'Drama']",[],0,0,['English'],1,1.196943,5.6,13,96.0,0,55561,Clockwatchers,Jill Sprecher,1,14,1997
42889,The Virginity Hit,2000000,563706,en,Released,2010-09-10,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.", ,"['loss of virginity', 'teenage boy', 'teen comedy', 'teenage sexuality', 'found footage', 'sex comedy', 'virginity']",Comedy,['Comedy'],['United States of America'],2,1,"['English', 'Français']",2,3.125382,4.6,19,120.0,0,42889,The Virginity Hit,Huck Botko,2,8,2010
10656,Subway,2000000,390659,fr,Released,1985-04-10,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",An underground story where lives intertwine,"['paris', 'culture clash', 'subway', 'metropolis', 'blackmail', 'document', 'criminal', 'socialite', 'punk band']",Action,"['Action', 'Thriller']",['France'],1,1,['Français'],1,5.261065,6.3,86,104.0,0,10656,Subway,Luc Besson,7,8,1985
24363,House of D,0,0,en,Released,2005-04-15,"An American artist living a bohemian existence in Paris, Tom Warshaw (David Duchovny) is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood.", ,"['self-discovery', 'friendship']",Comedy,"['Comedy', 'Drama']",['United States of America'],4,1,"['English', 'Français']",2,6.3377349999999995,6.1,23,97.0,0,24363,House of D,David Duchovny,21,14,2005
13121,Teeth,0,0,en,Released,2007-01-19,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",Every rose has its thorns.,[],Comedy,"['Comedy', 'Horror']",['United States of America'],1,1,['English'],1,7.359286,5.2,210,94.0,0,13121,Teeth,Mitchell Lichtenstein,13,7,2007
24746,Six-String Samurai,2000000,124494,en,Released,1998-09-18,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",Vegas Needs a New King.,['independent film'],Action,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],1,1,['English'],1,1.8921830000000002,5.8,36,91.0,0,24746,Six-String Samurai,Lance Mungia,9,15,1998
325140,Hum To Mohabbat Karega,0,0,en,Released,2000-05-26,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.", ,[],,[],[],0,0,[],0,0.001186,0.0,0,0.0,0,325140,Hum To Mohabbat Karega, ,0,0,2000
12109,It's All Gone Pete Tong,2000000,120620,en,Released,2004-09-12,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.", ,"['disc jockey', 'loss of family', 'cocaine', 'comeback', 'recording studio', 'british', 'ibiza', 'based on true story', 'disabled']",Drama,"['Drama', 'Comedy', 'Music']","['Canada', 'United Kingdom']",0,2,['English'],1,3.9114449999999996,7.1,52,90.0,0,12109,It's All Gone Pete Tong,Michael Dowse,10,11,2004
27023,Saint John of Las Vegas,3800000,111731,en,Released,2009-06-10,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator., ,"['independent film', 'aftercreditsstinger']",Comedy,['Comedy'],['United States of America'],0,1,"['English', 'Italiano']",2,2.559806,5.9,18,84.0,0,27023,Saint John of Las Vegas,Hue Rhodes,1,6,2009
22913,24 7: Twenty Four Seven,0,0,en,Released,1997-08-31,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.", ,"['transporter', 'sport', 'friends', 'nottingham']",Comedy,"['Comedy', 'Drama', 'Romance']",['United Kingdom'],1,1,['English'],1,0.744406,6.3,10,96.0,0,22913,24 7: Twenty Four Seven,Shane Meadows,10,15,1997
273899,Stonewall,13500000,187674,en,Released,2015-09-18,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",Where Pride Began,['stonewall riot'],Drama,['Drama'],['United States of America'],2,1,['English'],1,5.16023,5.2,32,129.0,0,273899,Stonewall,Roland Emmerich,4,17,2015
20653,Roadside Romeo,7000000,1100000,en,Released,2008-10-24,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favourite pet of, decided to move and left him back, abandoned on the mean streets of Mumbai. Romeo is now faced with situations he has never been in before. He encounters four strays, who scare the daylights out of him. But soon, he smooth talks his way into their hearts and he makes friends. Then, Romeo finds love! He encounters the beautiful, ravishing Laila, the most beautiful girl he has ever seen - and he loses his heart to her at first sight. Finally, he encounters a villain! The dreaded Don of the area - Charlie Anna. The Don who everyone is scared of. So hop on to the adventure as Romeo, wins friendship, love and a new life - in spite of Charlie Anna and his gang!", ,[],Animation,"['Animation', 'Family', 'Foreign']","['India', 'United States of America']",4,2,"['English', 'हिन्दी']",2,0.25359499999999996,6.7,3,93.0,1,20653,Roadside Romeo, ,0,5,2008
67373,This Thing of Ours,0,0,en,Released,2005-01-01,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.", ,['heist mafia internet'],Drama,"['Drama', 'Action', 'Thriller']",[],0,0,[],0,0.046868,5.0,1,100.0,0,67373,This Thing of Ours,Danny Provenzano,3,8,2005
171759,The Lost Medallion: The Adventures of Billy Stone,0,0,en,Released,2013-03-01,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,Finding it is only the beginning.,[],Adventure,"['Adventure', 'Family']",['United States of America'],1,1,"['English', 'Deutsch']",2,2.952932,5.6,13,97.0,0,171759,The Lost Medallion: The Adventures of Billy Stone,Bill Muir,6,9,2013
206296,The Last Five Years,0,0,en,Released,2014-11-03,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",There are two sides to every love story.,"['wife', 'musical', 'marriage', 'divorce']",Comedy,"['Comedy', 'Drama', 'Music', 'Romance']",['United States of America'],4,1,['English'],1,5.563068,5.5,143,94.0,0,206296,The Last Five Years,Richard LaGravenese,5,14,2014
35219,The Missing Person,0,0,en,Released,2009-01-16,"Private detective John Rosow is hired to tail a man on a train from Chicago to Los Angeles. Rosow gradually uncovers the man's identity as a missing person; one of the thousands presumed dead after the 9/11 terrorist attacks on the World Trade Center. Persuaded by a large reward, Rosow is charged with bringing the missing person back to his wife in New York City.",John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,"['detective', 'independent film', 'train', 'alcoholic', 'missing person']",Comedy,"['Comedy', 'Drama', 'Mystery', 'Thriller']",['United States of America'],3,1,['English'],1,1.1610340000000001,6.4,9,95.0,0,35219,The Missing Person,Noah Buschel,2,13,2009
28260,Return of the Living Dead 3,2000000,54207,en,Released,1993-10-01,"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!",She's to die for.,"['gang', 'zombie']",Comedy,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",['United States of America'],1,1,"['Český', 'English', 'Italiano']",3,7.502934,5.9,88,97.0,0,28260,Return of the Living Dead 3,Brian Yuzna,9,17,1993
7515,London,0,0,en,Released,2005-02-10,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,One young man's incredible journey of self-discovery,"['new york', 'celebration']",Drama,"['Drama', 'Action', 'Romance']","['United Kingdom', 'United States of America']",4,2,['English'],1,5.350423,6.1,96,92.0,0,7515,London,Hunter Richards,25,16,2005
13075,Sherrybaby,2000000,622806,en,Released,2006-09-08,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",No one makes it alone.,"['independent film', 'mother daughter relationship', 'woman director']",Drama,['Drama'],['United States of America'],1,1,['English'],1,4.261508999999999,6.3,41,96.0,0,13075,Sherrybaby,Laurie Collyer,28,8,2006
335866,Circle,0,0,en,Released,2015-10-02,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,In here… everything gets you killed.,"['survival', 'execution', 'stranger', 'no memory']",Horror,"['Horror', 'Science Fiction']",['United States of America'],2,1,['English'],1,6.752141,6.0,333,87.0,0,335866,Circle,Aaron Hann,4,15,2015
13510,Eden Lake,0,3983997,en,Released,2008-09-12,"Eden Lake is a relentlessly tense and immaculately paced horror-thriller about modern youth gone wild. When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.","A weekend by the lake, with views to die for.","['beach', 'wife husband relationship', 'lake', 'camping', 'rottweiler', 'sadism', 'forest', 'revenge', 'survival', 'fear', 'violence', 'couple', 'gang violence', 'teenage killer']",Horror,"['Horror', 'Thriller']",['United Kingdom'],2,1,['English'],1,20.362373,6.7,406,91.0,0,13510,Eden Lake,James Watkins,36,16,2008
215881,Plush,0,0,en,Released,2013-09-13,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",There's a fine line between love and obsession.,['woman director'],Thriller,['Thriller'],['United States of America'],3,1,['English'],1,5.099368,5.4,40,98.0,0,215881,Plush,Catherine Hardwicke,7,19,2013
18238,Lesbian Vampire Killers,0,0,en,Released,2009-03-16,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.","After Twilight, The Real Party Starts.","['female nudity', 'horror', 'dark comedy', 'female homosexuality', 'female vampire']",Horror,"['Horror', 'Comedy']",['United Kingdom'],1,1,['English'],1,6.632891000000001,5.3,124,86.0,0,18238,Lesbian Vampire Killers,Phil Claydon,10,15,2009
22600,Jerusalema,0,0,en,Released,2008-02-11,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.",Welcome to the promised land.,"['hearing', 'gang of thieves', 'organized crime']",Drama,"['Drama', 'Action', 'Crime', 'Foreign']",['South Africa'],1,1,"['Afrikaans', 'English']",2,1.7173759999999998,6.8,16,120.0,0,22600,Gangster's Paradise: Jerusalema,Ralph Ziman,2,14,2008
12612,Freeze Frame,0,0,en,Released,2004-05-01,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.", ,"['loss of family', 'camcorder', 'alibi', 'suspect', 'murder']",Thriller,"['Thriller', 'Drama', 'Crime']","['United Kingdom', 'Ireland']",0,2,['English'],1,4.922397,6.9,18,99.0,0,12612,Freeze Frame,John Simpson,8,4,2004
50698,Grave Encounters,1000000,0,en,Released,2011-09-09,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,They Were Searching For Proof.  They Found it.,"['camcorder', 'reality', 'insane asylum', 'paranormal', 'haunting', 'psychiatric hospital', 'ghost hunting', 'paranormal investigation', 'labyrinth', 'mental asylum', 'found footage']",Thriller,"['Thriller', 'Horror']","['Canada', 'United States of America']",3,2,['English'],1,13.222268,6.1,381,92.0,0,50698,Grave Encounters,Colin Minihan,16,12,2011
115210,Stitches,100000,95000,en,Released,2012-05-19,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",You'll die laughing...,"['slapstick', 'teen angst', 'slaughter', 'dark comedy', 'supernatural being', 'killer clown', 'revenge killing']",Horror,['Horror'],['Ireland'],6,1,['English'],1,7.4477139999999995,5.5,92,86.0,0,115210,Stitches,Conor McMahon,11,4,2012
34335,Nine Dead,2000000,0,en,Released,2010-01-01,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,It doesn't have to end this way,"['kidnapping', 'murder', 'suspense']",Crime,"['Crime', 'Drama', 'Horror', 'Thriller']",['United States of America'],1,1,['English'],1,9.68793,5.2,84,98.0,0,34335,Nine Dead,Chris Shadley,2,9,2010
459488,"To Be Frank, Sinatra at 100",2,0,en,Released,2015-12-12, , ,"['music', 'actors', 'legendary perfomer', 'classic hollywood', 'frank sinatra', 'singers']",Documentary,['Documentary'],['United Kingdom'],1,1,[],0,0.050625,0.0,0,0.0,0,459488,"To Be Frank, Sinatra at 100",Simon Napier-Bell,1,1,2015
11302,Bananas,2000000,11833696,en,Released,1971-04-28,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.", ,"['revolution', 'political activism', 'loser']",Comedy,['Comedy'],['United States of America'],2,1,"['', 'English']",2,5.941852,6.7,165,82.0,0,11302,Bananas,Woody Allen,13,16,1971
119458,$upercapitalist,0,0,en,Released,2012-08-10,A maverick New York hedge fund trader with uncanny analytic abilities moves to Hong Kong and orchestrates a mega-deal that swiftly escalates beyond his control.,Money for Life,[],Thriller,['Thriller'],"['United States of America', 'Hong Kong']",0,2,['English'],1,0.174311,3.5,2,103.0,0,119458,Supercapitalist,Simon Yin,10,10,2012
20406,Rockaway,0,0,en,Released,2007-07-07,"Trane is a decorated war hero just shipped home to the States from Afghanistan after the brutal murder of his wife and child back in Rockaway, Queens. Upon his return, Trane encounters his old friend Dave, who describes the new forces of crime and prostitution that have moved into their neighborhood and caused the destruction of his family.", ,[],Action,"['Action', 'Adventure', 'Drama']",['United States of America'],4,1,"['English', 'Deutsch', 'Pусский', 'Español']",4,0.361554,5.8,2,76.0,0,20406,Rockaway,Jeff Crook,2,11,2007
3766,The Lady from Shanghai,2300000,0,en,Released,1947-12-24,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,I told you... you know nothing about wickedness,"['new york', 'san francisco', 'aquarium', 'shanghai', 'yacht', 'romantic rivalry', 'insurance fraud', 'court', 'blonde', 'suspense', 'classic noir', 'film noir']",Crime,"['Crime', 'Drama', 'Mystery']",['United States of America'],2,1,"['广州话 / 廣州話', 'English']",2,8.055083999999999,7.2,102,87.0,0,3766,The Lady from Shanghai,Orson Welles,39,46,1947
18616,No Man's Land: The Rise of Reeker,2000000,0,en,Released,2008-05-01,"A sheriff and his son who are tracking down a group of bank robbers on their way to Mexico, only to discover that they are being stalked by a far more deadly enemy — The Reeker.", ,"['sheriff', 'robber', 'burned alive', 'gore', 'serial killer', 'grim reaper', 'desert', 'held at gunpoint', 'death', 'taser', 'hit by a car', 'exploding gasoline station', 'flashback']",Horror,"['Horror', 'Thriller']",['United States of America'],1,1,"['English', 'Polski']",2,4.346271,4.4,27,88.0,0,18616,No Man's Land: The Rise of Reeker,Dave Payne,8,8,2008
18808,Highway,14000000,0,en,Released,2002-01-01,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",It started as a desperate escape and became the wildest ride of their lives,['road movie'],Action,"['Action', 'Adventure', 'Drama']",['United States of America'],1,1,['English'],1,3.419685,5.6,37,97.0,0,18808,Highway,James Cox,2,8,2002
95755,Small Apartments,2000000,0,en,Released,2012-03-10,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.", ,[],Comedy,"['Comedy', 'Crime']",['United States of America'],3,1,['English'],1,5.100741,5.7,50,96.0,0,95755,Small Apartments,Jonas Åkerlund,27,15,2012
