,cast,crew,budget,genres,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,status,vote_average,vote_count,release_year,release_month,release_quarter
3222,"['Abbie Cornish', 'Ben Whishaw', 'Paul Schneider']",['Jane Campion'],8500000,"['Drama', 'Romance']","['poet', 'independent film', 'duringcreditsstinger', 'woman director']",en,Bright Star,9.230072999999999,"['BBC Films', 'Pathé Renn Productions', 'UK Film Council', 'Screen Australia', 'Australian Film Finance Corporation (AFFC)', 'Hopscotch Productions', 'Jan Chapman Pictures']","['United Kingdom', 'France', 'Australia']",4440055,119.0,Released,6.8,107,2009,11,4
3223,"['Shah Rukh Khan', 'Kajol', 'Jimmy Shergill']",['Karan Johar'],12000000,"['Drama', 'Romance']",['bollywood'],en,My Name Is Khan,14.719885999999999,"['Fox Searchlight Pictures', 'Red Chillies Entertainment', 'Foxstar']","['India', 'United States of America']",42345360,145.0,Released,7.7,232,2010,2,1
3224,['Robert Redford'],['J.C. Chandor'],9000000,"['Action', 'Adventure', 'Drama']","['yacht', 'sailor', 'storm at sea', 'unconsciousness', 'life raft', 'container', 'emergency', 'distress', 'very little dialogue']",en,All Is Lost,28.540614,"['Sudden Storm Productions', 'FilmNation Entertainment', 'Treehouse Pictures', 'Before the Door Pictures', 'Washington Square Films', 'Black Bear Pictures']",['United States of America'],6108720,106.0,Released,6.6,671,2013,10,4
3225,"['Mary Elizabeth Mastrantonio', 'David Strathairn', 'Vanessa Martinez']",['John Sayles'],8000000,"['Adventure', 'Drama', 'Thriller']",[],en,Limbo,0.034259,[],[],1997807,126.0,Released,7.0,17,1999,6,2
3227,"['Cillian Murphy', 'Pádraic Delaney', 'Liam Cunningham']",['Ken Loach'],6500000,"['Drama', 'History', 'War']","['london england', 'brother brother relationship', 'england', 'civil war', 'resistance', 'guerrilla', 'irland', 'underground', 'opression', 'traitor', 'mercenary', 'independence', 'british army', 'dublin', 'irish civil war', 'peace', 'weapon', 'irish republican army', 'rural ireland', 'colonialism']",en,The Wind That Shakes the Barley,6.787967,"['BIM Distribuzione', 'Matador Pictures', 'Diaphana Films', 'Bórd Scannán na hÉireann', 'Element Films', 'UK Film Council', 'Pathé Distribution', 'Irish Film Board', 'Tornasol Films', 'Sixteen Films', 'Regent Capital', 'EMC Produktion', 'Cinéart', 'TV3 Television Network Ireland', 'Filmcoopi Zürich', 'Oil Flick Films No.2']","['Ireland', 'United Kingdom', 'Germany', 'Italy', 'Spain', 'France', 'Belgium', 'Switzerland']",22889018,124.0,Released,7.1,154,2006,5,2
3228,"['Ranbir Kapoor', 'Deepika Padukone', 'Kalki Koechlin']",['Ayan Mukherjee'],7700000,['Romance'],[],hi,Yeh Jawaani Hai Deewani,3.3531760000000004,['Dharma Productions'],['India'],46000000,159.0,Released,7.2,79,2013,5,2
3229,"['Robert Taylor', 'Deborah Kerr', 'Leo Genn']","['Mervyn LeRoy', 'Anthony Mann']",8250000,"['Drama', 'History', 'Romance']","['ancient rome', 'epic', 'kaiser nero']",en,Quo Vadis,7.973109,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],30000000,171.0,Released,7.0,63,1951,11,4
3232,"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman']",['Quentin Tarantino'],8000000,"['Thriller', 'Crime']","['transporter', 'brothel', 'drug dealer', 'boxer', 'massage', 'stolen money', 'crime boss', 'dance contest', 'junkyard', 'kamikaze', 'ambiguous ending', 'briefcase', 'redemption', 'heirloom', 'pulp fiction', 'reference to al green', 'theft', 'brutality']",en,Pulp Fiction,121.463076,"['Miramax Films', 'A Band Apart', 'Jersey Films']",['United States of America'],213928762,154.0,Released,8.3,8428,1994,10,4
3234,"['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed']",['Dan Gilroy'],8500000,"['Crime', 'Drama', 'Thriller']","['journalism', 'underground', 'tv station', 'sociopath', 'home invasion', 'car chase', 'tv news', 'employer employee relationship', 'ethics', 'stringer']",en,Nightcrawler,89.095538,"['Bold Films', 'Sierra / Affinity']",['United States of America'],38697217,117.0,Released,7.6,3395,2014,10,4
3235,"['Kevin Heffernan', 'Jay Chandrasekhar', 'Paul Soter']",['Jay Chandrasekhar'],8500000,"['Comedy', 'Horror']","['island', 'machete', 'beautiful woman', 'serial killer', 'murder hunt']",en,Club Dread,2.62082,"['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']",['United States of America'],5001655,104.0,Released,5.1,107,2004,2,1
3236,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']",['Robert Wise'],8200000,"['Drama', 'Family', 'Music', 'Romance']","['resistance', 'austria', 'world war ii', 'musical', 'music competition', 'salzburg', 'based on play', 'classic', 'alps', 'governess', 'convent', 'music contest', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s']",en,The Sound of Music,37.960289,"['Twentieth Century Fox Film Corporation', 'Robert Wise Productions', 'Argyle Enterprises']",['United States of America'],286214286,174.0,Released,7.4,941,1965,3,1
3237,"['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']",['Ron Howard'],8000000,"['Comedy', 'Fantasy', 'Romance']","['bachelor', 'mermaid']",en,Splash,21.735068,['Touchstone Pictures'],['United States of America'],69821334,111.0,Released,6.1,321,1984,3,1
3238,"['Greg Kinnear', 'Toni Collette', 'Steve Carell']","['Jonathan Dayton', 'Valerie Faris']",8000000,"['Comedy', 'Drama']","['california', 'brother sister relationship', 'wife husband relationship', ""family's daily life"", 'oscar award', 'highway', 'professor for literature', 'beauty contest', 'beauty queen contest', 'road trip', 'family relationships', 'family holiday', 'road movie', 'woman director', 'beauty pageant']",en,Little Miss Sunshine,14.793176999999998,"['Fox Searchlight Pictures', 'Bona Fide Productions', 'Big Beach Films']",['United States of America'],100523181,102.0,Released,7.5,1686,2006,7,3
3239,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman']",['Rob Reiner'],8000000,"['Crime', 'Drama']","['based on novel', 'friendship', 'coming of age', 'railroad track', 'story within the story', '\xa0flipping coin', 'campfire story', 'reference to superman', 'normandy beach', 'child', '1950s', 'boys']",en,Stand by Me,51.109279,"['Columbia Pictures', 'Act III Communications', 'The Body', 'Act III']",['United States of America'],52287414,89.0,Released,7.8,1522,1986,8,3
3240,"['Cillian Murphy', 'Naomie Harris', 'Noah Huntley']",['Danny Boyle'],5000000,"['Horror', 'Thriller', 'Science Fiction']","['london england', 'manchester city', 'submachine gun', 'gas station', 'survivor', 'daughter', 'zombie', 'virus']",en,28 Days Later,45.490373999999996,"['DNA Films', 'British Film Council']",['United Kingdom'],82719885,113.0,Released,7.1,1777,2002,10,4
3242,"['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom']",['Don Siegel'],8000000,"['Crime', 'Drama']","['prison', 'based on novel', 'island', 'mouse', 'alcatraz', 'biography', 'prison warden', 'escapee convict', 'pubic hair', 'escape from prison', 'dummy', 'inmate', 'nude fight', '1960s']",en,Escape from Alcatraz,26.356696999999997,"['Paramount Pictures', 'Malpaso Company']",['United States of America'],43000000,111.0,Released,7.2,561,1979,6,2
3243,"['Sanaa Lathan', 'Taye Diggs', 'Yasiin Bey']",['Rick Famuyiwa'],8000000,"['Comedy', 'Romance']",[],en,Brown Sugar,3.501158,[],[],27362712,109.0,Released,7.0,31,2002,10,4
3245,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick']",['Jonathan Levine'],8000000,"['Comedy', 'Drama']","['painter', 'father son relationship', 'therapist', 'cancer', 'psychologist', 'best friend', 'doctor', 'patient', 'vomiting', ""driver's license"", 'chemotherapy', 'therapist patient relationship']",en,50/50,33.372828000000005,"['Summit Entertainment', 'Mandate Pictures']",['United States of America'],39187783,100.0,Released,7.0,1261,2011,9,3
3247,"['Zac Efron', 'Miles Teller', 'Michael B. Jordan']",['Tom Gormican'],8000000,"['Comedy', 'Romance']","['male friendship', 'friendship', 'dating', 'relationship', 'duringcreditsstinger', 'young adult']",en,That Awkward Moment,37.821106,['Treehouse Pictures'],['United States of America'],26049082,94.0,Released,6.1,1004,2014,1,1
3251,"['George Lazenby', 'Diana Rigg', 'Telly Savalas']",['Peter R. Hunt'],6500000,"['Adventure', 'Action', 'Thriller']","['london england', 'suicide', 'england', 'switzerland', 'secret identity', 'new identity', 'honeymoon', 'secret mission', 'secret organization', 'secret lab', 'villain', 'kilt', 'family history', 'title of nobility', 'snow storm', 'daughter', 'espionage', 'killer', 'british secret service', 'skiing', 'alps', 'aftercreditsstinger']",en,On Her Majesty's Secret Service,25.289665,"['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']",81974493,142.0,Released,6.5,456,1969,12,4
3252,"['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']",['Wes Craven'],14000000,"['Horror', 'Thriller', 'Mystery', 'Fantasy']","['fire', 'kidnapping', 'nightmare', 'earthquake', 'insomnia', 'supernatural', 'celebrity', 'mascot', 'alternate dimension', 'fame', 'hospital', 'hollywood', 'storytelling', 'alternate reality', 'self-referential', 'reboot', 'film industry', 'disfigurement', 'sleepwalking', 'meta film', 'dreams', 'cameos']",en,New Nightmare,14.730796,['New Line Cinema'],['United States of America'],18090181,112.0,Released,6.4,291,1994,10,4
3253,"['Melissa Joan Hart', 'Stephen Collins', 'Adrian Grenier']",['John Schultz'],8000000,"['Drama', 'Comedy', 'Romance', 'Family']","['high school', 'prom', 'next door neighbor']",en,Drive Me Crazy,4.482714,"['Twentieth Century Fox Film Corporation', 'Grand March Productions', 'Amy Robinson Productions']",['United States of America'],22593409,91.0,Released,5.8,62,1999,10,4
3254,"['Keke Palmer', 'Laurence Fishburne', 'Angela Bassett']",['Doug Atchison'],8000000,['Drama'],"['black people', 'spelling', 'spelling bee']",en,Akeelah and the Bee,4.932893,"['Lions Gate Films', '2929 Productions', 'Out of the Blue... Entertainment', 'Starbucks Entertainment', 'Cinema Gypsy Productions']",['United States of America'],18948425,112.0,Released,6.7,81,2006,4,2
3255,"['Dave Chappelle', 'Tommy Chong', 'Harland Williams']",['Tamra Davis'],8000000,"['Comedy', 'Crime']","['smoking', 'company', 'marijuana', 'drug', 'woman director']",en,Half Baked,7.894489,['Universal Pictures'],['United States of America'],17460020,82.0,Released,6.4,177,1998,1,1
3256,"['Renée Zellweger', 'Harry Connick Jr.']",['Jonas Elmer'],8000000,['Comedy'],"['minnesota', 'small town', 'economy', 'plants', 'vegetarian', 'love', 'rural setting', 'labor', 'manufacturing', 'middle america', 'rube', 'ice fishing']",en,New in Town,13.987772,"['Lionsgate', 'Edmonds Entertainment Group (EEG)', 'Epidemic Pictures', 'The Safran Company', 'Gold Circle Films']","['Canada', 'United States of America']",29010817,97.0,Released,5.2,99,2009,1,1
3257,"['Christian Bale', 'Willem Dafoe', 'Jared Leto']",['Mary Harron'],7000000,"['Thriller', 'Drama', 'Crime']","['based on novel', 'wall street', 'psychopath', 'white collar', 'harvard business school', 'child of divorce', 'unreliable narrator', 'woman director', 'voice imitation']",en,American Psycho,45.310443,"['Lions Gate Films', 'Edward R. Pressman Film', 'Muse Productions']","['Canada', 'United States of America']",34266564,102.0,Released,7.3,2066,2000,4,2
3258,"['Jennifer Aniston', 'Jake Gyllenhaal', 'Zooey Deschanel']",['Miguel Arteta'],8000000,"['Drama', 'Comedy', 'Romance']","['suicide', 'sex', 'jealousy', 'dream', 'blackmail', 'lie', 'nudity', 'motel', 'marriage', 'faith', 'drug', 'extramarital affair', 'store']",en,The Good Girl,9.799177,"['Fox Searchlight Pictures', 'Hungry Eye Lowland Pictures B.V.', 'Flan de Coco Films']","['Netherlands', 'Germany', 'United States of America']",16856124,93.0,Released,6.1,181,2002,1,1
3259,"['Patrick Huard', 'Colm Feore', 'Michel Beaudry']",['Erik Canuel'],8000000,"['Action', 'Comedy', 'Crime']","['canada', 'police', 'murder', 'killer', 'buddy cop']",fr,Bon Cop Bad Cop,5.069095,"['Park Ex Pictures', 'Sortie 22']",['Canada'],12671300,116.0,Released,6.5,42,2006,7,3
3260,"['Sean Patrick Flanery', 'Norman Reedus', 'Billy Connolly']",['Troy Duffy'],8000000,"['Action', 'Thriller', 'Crime']","['boston', 'sheep', 'friendship', 'sequel', 'revenge', 'ireland']",en,The Boondock Saints II: All Saints Day,13.517017000000001,"['Chris Brinker Productions', 'Stage 6 Films']",['United States of America'],10629321,118.0,Released,5.9,261,2009,11,4
3263,"['Emma Stone', 'Stanley Tucci', 'Amanda Bynes']",['Will Gluck'],8000000,['Comedy'],"['lie', 'high school', 'school', 'teen movie', 'rumor']",en,Easy A,45.395839,"['Screen Gems', 'Olive Bridge Entertainment']",['United States of America'],74952305,92.0,Released,6.7,2210,2010,9,3
3265,"['John Malkovich', 'Willem Dafoe', 'Udo Kier']",['E. Elias Merhige'],8000000,"['Drama', 'Horror']","['film director', 'dracula', '\xa0nosferatu']",en,Shadow of the Vampire,5.93923,['Saturn Films'],['United States of America'],8279017,92.0,Released,6.6,148,2000,5,2
3266,"['Aimee Teegarden', 'Thomas McDonell', 'Nicholas Braun']",['Joe Nussbaum'],8000000,['Comedy'],"['single parent', 'waitress', 'fountain', 'friendship', 'high school', 'prom', 'music fan']",en,Prom,11.837067,"['Walt Disney Pictures', 'Rickshaw Productions']",['United States of America'],10130000,104.0,Released,5.7,134,2011,4,2
3271,"['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']","['Charlie Kaufman', 'Duke Johnson']",8000000,"['Animation', 'Comedy', 'Drama', 'Romance']","['sex', 'depression', 'existentialism']",en,Anomalisa,21.024345999999998,['Starburns Industries'],['United States of America'],5659286,90.0,Released,7.0,459,2015,12,4
3272,"['Jim Broadbent', 'Lesley Manville', 'Ruth Sheen']",['Mike Leigh'],8000000,"['Comedy', 'Drama']","['jealousy', 'cooking', 'garden', 'funeral', 'season', 'loneliness', 'unrequited love', 'red wine']",en,Another Year,7.235794,"['Film4', 'Thin Man Films']",['United Kingdom'],18124262,129.0,Released,7.0,97,2010,11,4
3274,"['Dolph Lundgren', 'Brandon Lee', 'Cary-Hiroyuki Tagawa']",['Mark L. Lester'],8000000,"['Action', 'Thriller']","['yakuza', 'los angeles', 'samurai sword']",en,Showdown in Little Tokyo,8.403858999999999,"['Original Pictures', 'Warner Bros.']",['United States of America'],2275557,79.0,Released,5.7,95,1991,8,3
3276,"['Keir Gilchrist', 'Emma Roberts', 'Zach Galifianakis']","['Ryan Fleck', 'Anna Boden']",8000000,"['Comedy', 'Drama']","['suicide', 'depression', 'independent film', 'coming of age', 'teen movie', 'teenager', 'psychiatric ward', 'woman director', 'based on young adult novel']",en,It's Kind of a Funny Story,13.143045,['Focus Features'],['United States of America'],6491240,101.0,Released,6.9,672,2010,7,3
3279,"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill""]",['Steve James'],8000000,"['Drama', 'Romance']","['oregon', 'olympic games', 'sport', 'runner']",en,Prefontaine,8.717235,['Hollywood Pictures'],['United States of America'],589304,106.0,Released,6.7,21,1997,1,1
3282,"['Mark Ruffalo', 'Keira Knightley', 'Adam Levine']",['John Carney'],8000000,"['Comedy', 'Music', 'Romance', 'Drama']",[],en,Begin Again,35.735689,"['Likely Story', 'Apatow Productions', 'Exclusive Media Group', 'Sycamore Pictures']",['United States of America'],63464861,104.0,Released,7.3,1254,2013,9,3
3283,"['Edward Norton', 'Evan Rachel Wood', 'David Morse']",['David Jacobson'],8000000,"['Drama', 'Romance']","['indian territory', 'beach', 'stetson', 'san fernando valley', 'strange person']",en,Down in the Valley,7.433574,['Class 5 Films'],['United States of America'],852872,112.0,Released,5.9,63,2005,5,2
3284,"['Alec Baldwin', 'Paulo Araujo', 'Daniel Tay']",['Michael Corrente'],8000000,"['Drama', 'Action', 'Thriller']",[],en,Brooklyn Rules,4.090382,['City Light Films'],['United States of America'],458232,99.0,Released,5.8,18,2007,4,2
3288,"['Billy Connolly', 'Carrie-Anne Moss', 'Dylan Baker']",['Andrew Currie'],8000000,"['Romance', 'Comedy', 'Drama', 'Horror']","['vororte', 'black humor', 'satire', 'dark comedy', 'gore', 'decapitation', 'spoof', 'zombie', 'canuxploitation']",en,Fido,5.244518,"['Lions Gate Films', 'Astral Media', 'Anagram Pictures Inc.']",['Canada'],426224,91.0,Released,6.6,135,2006,9,3
3290,"['Bill Nighy', 'Emily Blunt', 'Rupert Grint']",['Jonathan Lynn'],8000000,"['Action', 'Comedy']","['london england', 'mother', 'robbery', 'detective', 'assassin', 'hitman', 'insomnia', 'apprentice', 'remake', 'revenge', 'murder', 'gangster', 'crime', 'art', 'surveillance']",en,Wild Target,10.791953999999999,"['Matador Pictures', 'Isle of Man Film', 'Magic Light Pictures', 'CinemaNX', 'Cinema Four', 'Regent Capital', 'Entertainment Film Distributors']","['France', 'United Kingdom']",3453043,98.0,Released,6.4,215,2010,6,2
3293,"['James Marsden', 'Brian Dennehy', 'Leo Rossi']",['Robert Moresco'],8000000,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['undercover', 'mafia', 'mobster', 'crime family']",en,10th & Wolf,3.9424639999999997,['Thinkfilm'],['United States of America'],143451,107.0,Released,6.3,24,2006,2,1
3295,"['Jennifer Connelly', 'Mélanie Laurent', 'Cillian Murphy']",['Claudia Llosa'],8000000,['Drama'],"['new age', 'woman director', 'healer']",en,Aloft,6.5008349999999995,"['Arcadia Motion Pictures', 'Wanda Visión S.A.', 'Buffalo Gal Pictures']","['France', 'United States of America', 'Spain']",53086,112.0,Released,5.1,41,2014,2,1
3296,"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama']",['Katsuhiro Ōtomo'],8000000,"['Science Fiction', 'Animation']","['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'anime', 'motorcycle gangs']",ja,アキラ,39.338097,"['Bandai Visual Company', 'Toho Company', 'Mainichi Broadcasting System (MBS)', 'Kodansha', 'Tokyo Movie Shinsha (TMS)', 'TMS Entertainment', 'Akira Committee Company Ltd.', 'Sumitomo Corporation']",['Japan'],553171,124.0,Released,7.8,773,1988,7,3
3297,"['Paul Walker', 'Laurence Fishburne', 'Olivia Wilde']",['John Herzfeld'],22000000,"['Drama', 'Action', 'Thriller', 'Crime']","['vineyard', 'rifle', 'drug trade', 'violence', 'shot in the stomach', 'double cross', 'estate', 'face slap', 'tdrug lord', 'faked death', 'baja california', 'san remo', 'landfill', 'gallop', 'rolling eyes', 'booby trap', 'golden gun']",en,The Death and Life of Bobby Z,12.893219,"['Eclectic pictures', 'Millennium Films']","['Germany', 'United States of America']",413454,97.0,Released,5.8,103,2007,7,3
3298,"['Roy Dupuis', 'Michel Barrette', 'Rémy Girard']",['Charles Binamé'],8000000,['Drama'],"['quebec', 'sport', 'ice hockey', 'hockey player', 'montreal canadiens']",fr,Maurice Richard,0.983484,[],['Canada'],2019009,124.0,Released,6.1,17,2005,10,4
3303,"['Charlotte Rampling', 'Ludivine Sagnier', 'Charles Dance']",['François Ozon'],7800000,"['Thriller', 'Crime']","['london england', 'female nudity', 'women', 'countryside', 'based on novel', 'subway', 'provence', 'country house', 'writing', 'innkeeper', 'generations confilct', 'dying and death', 'daughter', 'swimming pool', 'murder', 'suspense', 'author', 'drug']",en,Swimming Pool,11.000653999999999,"['France 2 Cinéma', 'Canal Plus', 'Fidélité Productions', 'Gimages', 'FOZ', 'Headforce Ltd.']","['France', 'United Kingdom']",22441323,102.0,Released,6.4,153,2003,5,2
3307,"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd']",['Bruce Beresford'],7500000,"['Comedy', 'Drama']","['individual', 'black people', 'chauffeur', 'atlanta', 'widow', 'anti semitism', 'jewish', 'african american', 'car', 'old age']",en,Driving Miss Daisy,19.585801,"['The Zanuck Company', 'Majestic Films International']",['United States of America'],145793296,99.0,Released,7.0,350,1989,12,4
3309,"['Jackie Chan', 'Anita Mui', 'Françoise Yip']",['Stanley Tong'],7500000,"['Crime', 'Action', 'Comedy', 'Thriller']","['new york', 'martial arts', 'supermarket', 'gang war', 'disabled child', 'gang', 'wedding', 'diamond', 'bronx', 'duringcreditsstinger']",cn,紅番區,17.318839,"['New Line Cinema', 'Golden Harvest Company']",['Hong Kong'],32392047,91.0,Released,6.5,240,1995,1,1
3311,"['Aaron Eckhart', 'Maria Bello', 'Cameron Bright']",['Jason Reitman'],6500000,"['Comedy', 'Drama']","['father son relationship', 'capitalism', 'based on novel', 'smoking', 'lie', 'cigarette', 'research', 'law', 'health', 'marketing', 'politics', 'politician', 'tobacco', 'liar', 'dark comedy', 'cancer', 'independent film', 'money', 'morality', 'social satire', 'cigarette smoking', 'business', 'advertising', 'guilt', 'humiliation', 'lobby', 'bribe', 'corporation', 'lung cancer', 'lobbyist', 'tobacco industry', 'nicotine']",en,Thank You for Smoking,29.01153,"['Fox Searchlight Pictures', 'Room 9 Entertainment']",['United States of America'],24793509,92.0,Released,7.1,664,2005,9,3
3312,"['Lauren German', 'Bijou Phillips', 'Heather Matarazzo']",['Eli Roth'],10200000,['Horror'],"['prague', 'bratislava', 'castration', ""ladies' man"", 'student', 'torture', 'penis', 'torture porn']",en,Hostel: Part II,20.745051999999998,"['Lions Gate Films', 'Next Entertainment', 'Screen Gems']",['United States of America'],35619521,93.0,Released,5.6,453,2007,6,2
3313,"['Carey Mulligan', 'Olivia Williams', 'Peter Sarsgaard']",['Lone Scherfig'],7500000,"['Drama', 'Romance']","['adolescence', 'age difference', 'self-discovery', 'coming of age', 'love affair', 'youth', 'family', 'woman director', 'teaching the ways of the world', 'parents and children', 'love and romance', 'teenage life']",en,An Education,16.990308,['BBC Films'],"['United Kingdom', 'United States of America']",26096852,100.0,Released,6.8,409,2009,10,4
3314,"['Steve Martin', 'Claire Danes', 'Jason Schwartzman']",['Anand Tucker'],10284523,"['Comedy', 'Drama', 'Romance']",['salesclerk'],en,Shopgirl,4.820166,"['Epsilon Motion Pictures', 'Hyde Park Films', 'Shopgirl', 'Touchstone Pictures']",['United States of America'],11588205,104.0,Released,5.7,75,2005,10,4
3316,"['Jason Patric', 'Ray Liotta', 'Chi McBride']",['Joe Carnahan'],6500000,"['Action', 'Crime', 'Drama', 'Thriller']","['assertion', 'investigation', 'internal affairs', 'narcotics cop']",en,Narc,8.526635,"['Paramount Pictures', 'Lions Gate Films', 'Cruise/Wagner Productions']","['Canada', 'United States of America']",12633747,105.0,Released,6.8,142,2002,1,1
3317,"['Paul Gross', 'Molly Parker', 'Leslie Nielsen']",['Paul Gross'],7500000,['Comedy'],['sport'],en,Men with Brooms,1.369528,[],['Canada'],4245870,102.0,Released,4.5,7,2002,9,3
3319,"['Sam Hennings', 'Brenda Strong', 'Eric Johnson']",['Russell Holt'],7500000,"['Drama', 'Romance']",[],en,The Work and the Glory,0.571663,[],[],3347647,110.0,Released,6.1,7,2004,11,4
3320,"['Jason Bateman', 'Mila Kunis', 'Kristen Wiig']",['Mike Judge'],8000000,['Comedy'],"['infidelity', 'con man', 'thief', 'independent film', 'business', 'manufacturing', 'industrial accident', 'duringcreditsstinger', 'sexless marriage', 'misfortune']",en,Extract,14.652342,['Miramax Films'],['United States of America'],10848783,92.0,Released,5.7,192,2009,9,3
3325,"['Glenn Close', 'Mia Wasikowska', 'Aaron Taylor-Johnson']",['Rodrigo García'],8000000,['Drama'],"['butler', 'dublin', 'maid']",en,Albert Nobbs,7.802245,['Chrysalis Films'],"['United Kingdom', 'Ireland']",5634828,113.0,Released,6.2,132,2011,12,4
3330,"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt']",['Dennis Gansel'],7500000,"['Drama', 'Thriller']","['dictator', 'trainer', 'classroom', 'fascism', 'group dynamics', 'education', 'national socialism', 'training', 'squatter', 'anarchist', 'group', 'gymnasium', 'learning and teaching', 'violence in schools', 'homepage', 'social experiment']",de,Die Welle,25.281197,['Constantin Film Produktion'],['Germany'],19000000,107.0,Released,7.5,841,2008,3,1
3331,"['Elle Fanning', 'Karl Glusman', 'Jena Malone']",['Nicolas Winding Refn'],7000000,"['Thriller', 'Horror']",['model'],en,The Neon Demon,38.150787,"['Bold Films', 'Amazon Studios', 'Vendian Entertainment', 'Space Rocket Nation']","['Denmark', 'France', 'United States of America']",1333124,117.0,Released,6.4,887,2016,6,2
3332,"['Michael Caine', 'Emily Mortimer', 'Iain Glen']",['Daniel Barber'],7300000,"['Thriller', 'Crime', 'Drama', 'Action']","['self-defense', 'widower']",en,Harry Brown,16.829837,"['HanWay Films', 'UK Film Council', 'Marv Films']",['United Kingdom'],10329747,103.0,Released,6.7,348,2009,11,4
3334,"['Ellen Page', 'Michael Cera', 'Jennifer Garner']",['Jason Reitman'],7500000,"['Comedy', 'Drama', 'Romance']","['sexuality', 'becoming an adult', 'puberty', 'first time', 'oscar award', 'pregnancy and birth', 'pregnant minor', 'precocity', 'partnership', 'teenager', 'teenage pregnancy']",en,Juno,19.782725,"['Fox Searchlight Pictures', 'Mandate Pictures']",['United States of America'],231411584,96.0,Released,7.0,2244,2007,12,4
3336,"['Sean Connery', 'Jill St. John', 'Charles Gray']",['Guy Hamilton'],7200000,"['Adventure', 'Action', 'Thriller']","['spy', 'fight', 'secret organization', 'satellite', 'secret agent', 'plastic surgery', 'smuggling', 'murder', 'extortion', 'violence', 'millionaire', 'fingerprints', 'dirt bike', 'woman drowned', 'casino owner', 'old woman murdered', 'high dive', 'gender disguise', 'aftercreditsstinger', 'master villain']",en,Diamonds Are Forever,34.634181,"['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']",116019547,120.0,Released,6.3,553,1971,12,4
3337,"['Marlon Brando', 'Al Pacino', 'James Caan']",['Francis Ford Coppola'],6000000,"['Drama', 'Crime']","['italy', 'love at first sight', 'loss of father', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'italian american', 'crime family', 'rise to power', 'mob boss', '1940s']",en,The Godfather,143.659698,"['Paramount Pictures', 'Alfran Productions']",['United States of America'],245066411,175.0,Released,8.4,5893,1972,3,1
3338,"['Jennifer Beals', 'Michael Nouri', 'Lilia Skala']",['Adrian Lyne'],4000000,"['Drama', 'Music', 'Romance']","['dancing', 'dance', 'locksmith', 'welder']",en,Flashdance,18.422323000000002,['Paramount Pictures'],['United States of America'],92921203,95.0,Released,6.1,302,1983,4,2
3339,"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Chloë Grace Moretz']",['Marc Webb'],7500000,"['Comedy', 'Drama', 'Romance']","['date', 'sex', 'jealousy', 'fight', 'architect', 'gallery', 'interview', 'sister', 'party', 'love', 'friends', 'fate', 'los angeles', 'summer', 'ikea', 'year', 'heartache']",en,(500) Days of Summer,45.610993,"['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III']",['United States of America'],60722734,95.0,Released,7.2,2904,2009,7,3
3340,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill']",['Jane Campion'],7000000,"['Drama', 'Romance']","['love triangle', 'scotland', 'mother', 'adultery', 'sexuality', 'jealousy', 'culture clash', 'isolation', 'eroticism', 'strangeness', 'penalty', 'violent husband', 'new zealand', 'maori', 'arranged marriage', 'piano lessons', 'settler', 'wilderness', 'deceived husband', 'marriage', 'secret love', 'woman director']",en,The Piano,17.681707,"['New South Wales Film & Television Office', 'The Australian Film Commission', 'CiBy 2000', 'Jan Chapman Productions']","['New Zealand', 'Australia', 'France']",116700000,121.0,Released,7.1,281,1993,5,2
3341,"['Channing Tatum', 'Matthew McConaughey', 'Alex Pettyfer']",['Steven Soderbergh'],7000000,"['Drama', 'Comedy']","['dancing', 'florida', 'strip club', 'male stripper', 'novice']",en,Magic Mike,35.897151,"['Extension 765', 'Iron Horse Entertainment (II)']",['United States of America'],167221571,110.0,Released,6.1,1040,2012,6,2
